date,open,high,low,close,adjclose
2018-03-23,1401.0,1417.050048828125,1399.0250244140625,1409.074951171875,1305.5755615234375
2018-03-26,1409.5,1413.699951171875,1390.7750244140625,1408.5,1305.0426025390625
2018-03-27,1412.5,1431.5,1411.5250244140625,1423.8499755859375,1319.26513671875
2018-03-28,1417.949951171875,1437.5,1412.5,1424.574951171875,1319.936767578125
2018-04-02,1420.0,1457.0,1420.0,1454.824951171875,1347.965087890625
2018-04-03,1446.050048828125,1464.949951171875,1446.050048828125,1455.625,1348.7064208984375
2018-04-04,1464.7249755859375,1467.0,1446.0,1455.449951171875,1348.5438232421875
2018-04-05,1463.2750244140625,1481.875,1460.175048828125,1478.9749755859375,1370.341064453125
2018-04-06,1477.0,1480.0,1463.2750244140625,1475.1500244140625,1366.7972412109375
2018-04-09,1469.8499755859375,1481.75,1457.5,1461.949951171875,1354.566650390625
2018-04-10,1462.8499755859375,1478.625,1462.8499755859375,1468.800048828125,1360.91357421875
2018-04-11,1475.300048828125,1512.5,1472.800048828125,1507.074951171875,1396.376953125
2018-04-12,1505.0,1575.0,1503.9749755859375,1569.625,1454.3323974609375
2018-04-13,1575.0,1620.4000244140625,1566.050048828125,1576.6500244140625,1460.841796875
2018-04-16,1558.0,1599.9749755859375,1555.375,1593.824951171875,1476.755126953125
2018-04-17,1593.824951171875,1597.4749755859375,1573.5999755859375,1583.300048828125,1467.00341796875
2018-04-18,1583.0,1596.7249755859375,1572.925048828125,1579.550048828125,1463.52880859375
2018-04-19,1589.949951171875,1608.5999755859375,1582.875,1595.574951171875,1478.3763427734375
2018-04-20,1625.0,1711.175048828125,1620.0,1701.2249755859375,1576.266357421875
2018-04-23,1712.0,1778.949951171875,1694.7750244140625,1704.324951171875,1579.138671875
2018-04-24,1705.0,1721.574951171875,1671.25,1692.824951171875,1568.4832763671875
2018-04-25,1692.5,1741.5,1682.5250244140625,1735.125,1607.676513671875
2018-04-26,1733.5,1780.0,1733.5,1769.625,1639.642333984375
2018-04-27,1762.5,1772.0,1710.0,1725.9749755859375,1599.1983642578125
2018-04-30,1725.9749755859375,1774.5,1718.800048828125,1766.050048828125,1636.3297119140625
